14,6,11,19,7,5,10,3,2,8,21,20,13,15,16,12,1,17,9,18,4,class
A,B,B,B,C,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,C,A,A,B,A,B,A,A,A,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,C,A,A,B,A,B,A,B,A,FALSE
A,B,B,B,C,B,B,A,A,B,A,B,A,A,A,B,A,B,B,B,A,FALSE
A,B,B,B,C,B,B,A,A,B,A,B,A,A,A,B,A,B,B,B,A,TRUE
B,B,B,B,C,B,B,A,A,B,A,B,A,A,A,B,A,A,B,A,A,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,A,A,A,B,A,A,B,B,A,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,A,A,A,B,A,B,B,B,A,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,A,B,A,B,A,B,B,B,A,TRUE
C,B,B,B,C,B,B,A,A,B,A,B,A,B,A,B,A,B,B,B,A,TRUE
A,B,B,B,C,B,B,A,A,B,A,B,C,A,A,B,A,B,B,B,A,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,C,A,A,B,A,B,B,B,A,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,C,B,A,B,A,B,B,B,A,FALSE
A,B,B,B,C,B,B,A,A,B,A,B,D,A,A,B,A,B,B,B,A,FALSE
A,B,B,B,C,B,B,A,A,B,A,B,A,A,A,B,A,A,C,B,A,FALSE
A,B,B,B,C,B,B,A,A,B,A,B,A,B,A,B,A,B,C,B,A,FALSE
C,B,B,B,C,B,B,A,A,B,A,B,C,B,A,B,A,B,C,B,A,FALSE
A,B,B,B,D,B,B,A,A,A,A,B,A,A,A,B,A,A,B,B,A,FALSE
A,B,B,B,D,B,A,A,A,A,A,B,A,A,A,A,A,A,C,B,A,FALSE
A,B,B,B,D,B,B,A,A,A,A,B,A,A,A,B,A,A,C,B,A,FALSE
C,B,B,B,D,B,B,A,A,A,A,B,A,A,A,B,A,A,C,B,A,FALSE
B,A,B,B,C,A,A,A,B,B,A,A,C,A,A,A,A,B,A,A,A,FALSE
C,A,A,B,D,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,FALSE
B,A,A,B,D,A,A,A,B,A,A,A,C,A,A,A,A,A,A,A,A,FALSE
A,A,A,B,D,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,FALSE
A,A,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,A,A,A,FALSE
B,A,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,A,A,A,FALSE
A,B,B,B,B,B,B,A,B,C,A,B,A,A,A,B,A,B,A,A,A,FALSE
A,B,B,B,B,B,B,A,B,C,A,B,A,A,A,B,A,B,A,B,A,FALSE
A,B,B,B,B,B,B,A,B,C,A,B,A,B,A,B,A,B,A,B,A,FALSE
B,B,B,B,B,B,B,A,B,C,A,B,C,A,A,B,A,B,A,A,A,FALSE
B,B,B,B,B,B,B,A,B,C,A,B,C,A,A,B,A,B,A,B,A,FALSE
A,B,B,B,B,B,B,A,B,C,A,B,C,A,A,B,A,B,B,B,A,FALSE
C,B,B,D,B,B,C,A,B,C,A,B,D,C,A,C,A,B,C,B,A,FALSE
B,B,B,B,C,B,B,A,B,B,A,A,A,A,A,B,A,B,A,B,A,FALSE
C,B,B,B,C,B,B,A,B,B,A,B,A,B,A,B,A,B,A,B,A,FALSE
A,B,B,B,C,B,B,A,B,B,A,B,C,A,A,B,A,B,A,A,A,FALSE
B,B,B,B,C,B,B,A,B,B,A,A,C,A,A,B,A,B,A,A,A,FALSE
B,B,B,B,C,B,B,A,B,B,A,B,C,A,A,B,A,B,A,B,A,FALSE
A,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,B,B,A,FALSE
B,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,B,B,A,FALSE
B,B,B,B,C,B,B,A,B,B,A,B,A,B,A,B,A,B,B,B,A,FALSE
A,B,B,B,C,B,B,A,B,B,A,B,C,A,A,B,A,B,B,B,A,FALSE
B,B,B,B,C,B,B,A,B,B,A,B,C,A,A,B,A,B,B,B,A,FALSE
C,B,B,B,C,B,B,A,B,B,A,B,C,A,A,B,A,B,B,B,A,TRUE
C,B,B,B,C,B,B,A,B,B,A,B,C,B,A,B,A,B,B,B,A,FALSE
B,B,B,B,C,B,B,A,B,B,A,B,D,C,A,B,A,B,B,B,A,FALSE
C,B,B,B,C,B,B,A,B,B,A,B,D,A,A,B,A,B,B,B,A,FALSE
A,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,C,B,A,FALSE
A,B,B,B,C,B,B,A,B,B,A,B,A,B,A,B,A,B,C,B,A,FALSE
A,A,B,B,C,A,B,A,B,B,A,A,A,A,A,B,A,B,A,A,B,FALSE
A,A,B,B,C,A,B,A,B,B,A,A,A,B,A,B,A,B,A,A,B,FALSE
A,A,A,B,D,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,FALSE
B,A,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,A,B,B,FALSE
C,B,B,B,B,B,C,A,B,C,A,B,A,C,A,C,A,C,B,B,B,TRUE
C,B,B,B,C,B,B,A,B,B,A,A,C,A,A,B,A,B,A,A,B,FALSE
C,B,B,B,C,B,B,A,B,B,A,B,C,A,A,B,A,B,A,B,B,FALSE
A,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,B,B,B,FALSE
B,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,B,B,B,FALSE
C,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,A,B,B,B,B,FALSE
B,B,B,B,C,B,B,A,B,B,A,A,C,A,A,B,A,B,B,A,B,FALSE
A,B,B,B,C,B,B,A,B,B,A,C,C,A,A,B,A,B,C,C,B,FALSE
C,B,B,B,A,B,C,A,C,C,C,B,D,B,A,C,A,B,B,B,A,FALSE
A,B,B,B,B,B,B,A,C,C,C,B,A,A,A,B,A,B,A,A,A,FALSE
A,B,B,B,B,B,B,A,C,C,C,B,A,A,A,B,A,B,A,B,A,FALSE
B,B,B,B,B,B,C,A,C,C,C,B,D,C,A,C,A,B,B,B,A,FALSE
A,B,B,B,C,B,B,A,C,B,C,B,A,A,A,B,A,B,B,B,A,FALSE
B,B,B,D,A,B,C,A,C,C,C,B,C,A,A,C,A,C,B,B,B,FALSE
B,B,B,B,B,B,B,A,C,C,C,B,C,A,A,B,A,B,B,B,B,FALSE
C,B,B,B,B,B,B,A,C,C,C,B,C,C,A,B,A,B,B,B,B,FALSE
B,B,B,B,C,B,B,A,C,B,C,B,D,A,A,B,A,B,A,B,B,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,C,B,A,B,A,B,C,B,B,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,C,C,A,B,A,B,C,C,B,FALSE
C,B,B,D,B,C,C,A,C,C,C,B,D,C,A,C,A,B,B,B,B,FALSE
C,D,D,D,A,C,C,A,C,C,C,B,D,C,A,C,A,C,B,B,B,FALSE
A,B,B,B,B,B,B,A,C,C,C,B,A,A,A,B,A,B,A,A,C,FALSE
B,B,B,B,B,B,B,A,C,C,C,B,C,C,A,B,A,B,A,B,C,FALSE
A,B,B,B,B,B,B,A,C,C,C,B,C,A,A,B,A,B,B,B,C,FALSE
B,B,B,B,B,B,C,A,C,C,C,B,D,D,A,C,A,B,B,B,C,FALSE
B,B,B,D,B,B,C,A,C,C,C,B,C,C,A,C,A,B,C,C,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,A,A,A,B,A,B,A,B,C,FALSE
A,B,B,B,C,B,B,A,C,B,C,B,C,A,A,B,A,B,B,B,C,TRUE
B,B,B,B,C,B,B,A,C,B,C,B,C,C,A,B,A,A,B,B,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,C,C,A,B,A,B,B,B,C,FALSE
A,B,B,B,C,B,B,A,C,B,C,B,A,A,A,B,A,B,C,B,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,C,C,A,B,A,B,C,B,C,FALSE
B,B,B,B,C,B,B,A,C,B,C,B,D,C,A,B,A,B,C,B,C,FALSE
B,D,D,D,A,C,C,A,C,C,C,C,C,C,A,C,A,B,B,C,C,FALSE
A,A,A,B,D,A,A,B,C,A,C,A,A,A,A,A,A,B,A,A,A,FALSE
A,A,B,B,C,B,B,B,C,B,C,A,A,A,A,B,A,B,A,A,A,FALSE
C,B,B,B,B,B,B,B,C,C,C,B,C,C,A,B,A,B,A,B,A,FALSE
B,B,B,B,B,B,C,B,C,C,C,B,C,A,A,C,A,B,A,B,A,FALSE
A,B,B,B,C,B,B,B,C,B,C,B,C,A,A,B,A,B,A,B,A,FALSE
A,B,B,B,C,B,B,B,C,B,C,B,A,A,A,B,A,B,B,A,A,FALSE
A,B,B,B,C,B,B,B,C,B,C,B,A,A,A,B,A,B,B,B,A,FALSE
B,D,D,D,A,C,C,B,C,C,C,B,A,A,A,C,A,B,B,B,A,FALSE
B,B,B,B,B,B,B,B,C,C,C,B,C,C,A,B,A,B,A,B,B,FALSE
A,B,B,B,B,B,B,B,C,C,C,B,C,A,A,B,A,B,B,B,B,FALSE
B,B,B,B,C,B,B,B,C,B,C,B,A,A,A,B,A,B,B,B,B,FALSE
C,D,D,D,A,C,C,B,C,C,C,B,C,A,A,C,A,C,B,B,B,FALSE
B,B,B,B,C,B,B,A,A,B,A,B,A,C,A,B,B,B,B,B,A,FALSE
B,B,B,D,C,B,B,A,A,B,A,B,C,A,A,B,B,B,C,C,A,FALSE
B,C,C,D,B,C,C,A,A,C,A,C,C,C,A,C,B,B,C,B,A,TRUE
C,D,D,D,B,C,C,A,A,C,A,B,C,C,A,C,B,B,C,C,A,FALSE
A,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,B,B,B,B,A,FALSE
B,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,B,B,C,B,B,FALSE
C,B,B,B,C,B,B,A,B,B,A,B,A,A,A,B,B,B,C,B,B,FALSE
C,B,B,D,C,B,B,A,B,B,A,B,A,A,A,B,B,B,C,B,B,FALSE
C,B,B,B,C,B,B,A,B,B,A,B,A,C,A,B,B,B,C,C,B,FALSE
B,B,B,D,A,C,C,A,B,C,A,B,D,A,A,C,B,B,B,B,B,FALSE
C,C,C,D,B,C,C,A,B,C,A,C,C,D,A,C,B,B,C,C,B,TRUE
C,D,D,D,A,C,C,A,B,C,A,C,C,C,A,C,B,B,B,B,B,FALSE
B,D,D,D,B,C,C,A,B,C,A,C,C,C,A,C,B,B,C,C,B,FALSE
A,B,B,B,A,B,C,A,C,C,C,B,A,A,A,C,B,B,A,B,A,FALSE
A,B,B,B,B,B,B,A,C,C,C,B,A,A,A,B,B,B,A,A,A,FALSE
C,B,B,D,B,B,C,A,C,C,C,B,A,B,A,C,B,B,C,B,A,FALSE
C,B,B,D,B,B,C,A,C,C,C,B,C,C,A,C,B,B,C,B,A,FALSE
A,B,B,B,C,B,B,A,C,B,B,B,A,A,A,B,B,B,B,B,A,FALSE
A,B,B,B,C,B,B,A,C,B,B,B,C,A,A,B,B,B,B,B,A,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,A,A,A,B,B,B,C,C,A,FALSE
C,B,B,D,C,B,B,A,C,B,C,B,C,C,A,B,B,B,C,C,A,TRUE
C,D,D,D,B,C,C,A,C,C,C,C,A,C,A,C,B,B,C,C,A,FALSE
C,D,D,D,A,C,C,A,C,C,C,B,D,A,A,C,B,C,B,B,B,FALSE
B,D,D,D,A,C,D,A,C,D,C,C,D,C,A,D,B,C,C,C,B,FALSE
C,D,D,D,A,C,D,A,C,D,C,C,D,C,A,D,B,C,C,C,B,FALSE
C,D,D,D,B,C,C,A,C,C,C,B,C,C,A,C,B,C,C,C,B,FALSE
C,B,B,D,A,B,C,A,C,C,C,B,A,C,A,C,B,B,B,B,C,FALSE
A,B,B,B,A,B,C,A,C,C,C,B,C,A,A,C,B,C,B,C,C,FALSE
C,B,B,D,A,B,C,A,C,C,C,B,D,C,A,C,B,C,B,B,C,FALSE
A,B,B,B,B,B,B,A,C,C,C,B,C,A,A,B,B,B,B,B,C,FALSE
B,B,B,D,B,B,C,A,C,C,C,B,C,A,A,C,B,B,B,B,C,FALSE
A,B,B,B,C,B,B,A,C,B,C,B,A,C,A,B,B,B,B,B,C,FALSE
B,B,B,B,C,B,B,A,C,B,C,B,A,A,A,B,B,B,B,B,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,C,C,A,B,B,B,B,B,C,FALSE
A,B,B,B,C,B,B,A,C,B,C,B,A,A,A,B,B,B,C,B,C,FALSE
A,B,B,B,C,B,B,A,C,B,C,B,A,A,A,B,B,B,C,C,C,FALSE
B,B,B,B,C,B,B,A,C,B,C,B,A,A,A,B,B,B,C,B,C,FALSE
B,B,B,B,C,B,B,A,C,B,C,B,A,C,A,B,B,B,C,B,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,A,D,A,B,B,B,C,C,C,FALSE
A,B,B,B,C,B,B,A,C,B,C,B,C,A,A,B,B,B,C,B,C,FALSE
B,B,B,B,C,B,B,A,C,B,C,B,C,C,A,B,B,B,C,C,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,C,A,A,B,B,B,C,C,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,C,C,A,B,B,B,C,B,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,C,C,A,B,B,B,C,B,C,TRUE
B,B,B,D,C,B,B,A,C,B,C,B,D,C,A,B,B,B,C,C,C,FALSE
C,B,B,B,C,B,B,A,C,B,C,B,D,C,A,B,B,B,C,B,C,FALSE
B,B,B,D,C,B,C,A,C,B,C,B,A,A,A,C,B,B,C,B,C,FALSE
B,B,B,B,C,B,C,A,C,B,C,B,A,A,A,C,B,B,C,C,C,FALSE
C,B,B,D,C,B,C,A,C,B,C,B,C,C,A,C,B,B,C,C,C,FALSE
C,B,B,C,C,B,C,A,C,B,C,B,C,C,A,C,B,C,C,C,C,TRUE
C,C,C,D,B,C,C,A,C,C,C,B,C,C,A,C,B,C,C,C,C,FALSE
A,D,D,D,A,C,C,A,C,C,C,C,C,A,A,C,B,B,C,C,C,FALSE
B,D,D,D,A,C,C,A,C,C,C,C,C,A,A,C,B,C,C,C,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,C,C,B,A,C,B,C,C,C,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,B,D,C,A,C,B,C,C,C,C,FALSE
C,D,D,D,A,C,D,A,C,D,C,C,C,C,A,D,B,C,B,C,C,FALSE
C,D,D,D,B,C,C,A,C,C,C,B,C,C,A,C,B,C,C,C,C,FALSE
C,B,B,B,B,B,C,B,C,C,C,B,D,C,A,C,B,B,B,B,A,FALSE
C,B,B,D,A,C,C,B,C,C,C,B,D,C,A,C,B,B,A,B,A,FALSE
B,D,D,D,A,C,C,B,C,C,C,C,A,A,A,C,B,B,C,C,A,FALSE
C,D,D,D,A,C,D,B,C,C,C,C,A,A,A,D,B,C,C,C,A,FALSE
C,D,D,D,A,C,C,B,C,D,C,B,D,C,A,C,B,B,B,B,A,FALSE
A,B,B,B,B,B,B,B,C,C,C,B,A,A,A,B,B,B,A,B,B,FALSE
A,B,B,B,B,B,B,B,C,C,C,B,A,A,A,B,B,B,B,B,B,FALSE
A,B,B,B,B,B,C,B,C,C,C,B,A,A,A,C,B,B,B,B,B,FALSE
B,B,B,D,B,B,C,B,C,C,C,B,A,A,A,C,B,B,C,B,B,FALSE
B,D,D,D,A,C,C,B,C,C,C,B,C,A,A,C,B,C,B,B,B,FALSE
B,D,D,D,A,C,D,B,C,D,C,C,C,A,A,D,B,C,B,B,B,FALSE
B,D,D,D,A,C,D,B,C,D,C,C,C,B,A,D,B,C,B,B,B,FALSE
B,B,B,D,B,B,C,B,C,C,C,B,C,C,A,C,B,C,B,B,C,FALSE
C,B,B,B,B,B,C,B,C,C,C,B,C,C,A,C,B,B,B,B,C,FALSE
A,B,B,D,B,B,C,B,C,C,C,B,A,A,A,C,B,B,C,C,C,FALSE
C,B,B,C,B,B,C,B,C,C,C,B,A,C,A,C,B,B,C,C,C,TRUE
C,B,B,D,B,B,C,B,C,C,C,B,D,C,A,C,B,B,C,B,C,FALSE
B,B,B,D,C,B,C,B,C,B,C,B,C,B,A,C,B,B,C,B,C,FALSE
C,B,B,D,C,B,C,B,C,B,C,B,C,B,A,C,B,B,C,B,C,FALSE
B,B,B,D,A,C,C,B,C,C,C,B,C,B,A,C,B,B,B,B,C,FALSE
C,B,B,D,B,C,C,B,C,C,C,B,D,C,A,C,B,B,C,B,C,FALSE
C,C,D,D,A,C,C,B,C,C,C,B,C,A,A,C,B,C,C,C,C,TRUE
C,D,D,D,A,C,C,B,C,D,C,C,C,C,A,C,B,C,C,C,C,FALSE
C,D,D,D,B,C,C,B,C,C,C,B,C,C,A,C,B,C,C,C,C,FALSE
C,D,D,D,A,C,D,A,A,C,A,C,A,A,A,D,C,B,C,C,A,FALSE
C,D,D,D,A,C,C,A,B,C,A,C,C,C,A,C,C,B,C,C,B,FALSE
C,D,D,D,A,C,C,A,B,C,A,C,D,D,A,C,C,C,C,C,B,FALSE
B,D,D,D,B,C,C,A,B,C,A,C,A,A,A,C,C,B,C,C,B,FALSE
C,D,D,D,B,C,C,A,B,C,A,C,A,C,A,C,C,B,C,C,B,FALSE
A,D,D,D,C,C,C,A,B,B,A,C,C,C,A,C,C,B,C,C,B,FALSE
B,B,B,B,A,B,C,A,C,C,C,B,C,A,A,C,C,B,A,B,A,FALSE
C,D,D,D,A,C,C,A,C,C,C,C,A,C,A,C,C,C,C,C,A,FALSE
C,D,D,D,B,C,C,A,C,C,C,C,A,C,A,C,C,C,C,C,A,FALSE
C,D,D,D,A,D,D,A,C,D,C,D,C,C,A,D,C,B,C,C,A,FALSE
D,D,D,D,A,D,D,A,C,D,C,D,C,D,A,D,C,C,C,C,A,FALSE
C,C,C,D,A,C,C,A,C,C,C,B,A,A,A,C,C,B,B,B,B,FALSE
C,C,C,D,B,C,C,A,C,C,C,B,A,C,A,C,C,C,C,C,B,TRUE
C,D,D,D,A,C,C,A,C,C,C,C,C,C,A,C,C,C,C,C,B,TRUE
C,D,D,D,A,C,C,A,C,C,C,C,D,C,A,C,C,C,C,C,B,FALSE
C,D,D,D,A,C,D,A,C,C,C,C,C,D,A,D,C,C,C,C,B,FALSE
A,B,B,B,B,B,B,A,C,C,C,B,C,A,A,B,C,B,B,B,C,FALSE
C,B,B,D,B,B,C,A,C,C,C,B,C,C,A,C,C,C,C,B,C,FALSE
C,B,B,D,C,B,C,A,C,B,C,B,A,A,A,C,C,B,C,C,C,FALSE
B,C,C,D,A,C,C,A,C,C,C,C,A,C,A,C,C,B,B,B,C,TRUE
B,D,D,D,A,C,C,A,C,C,C,C,C,C,A,C,C,B,B,C,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,B,C,C,A,C,C,B,B,B,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,C,C,C,A,C,C,C,B,C,C,FALSE
B,D,D,D,A,C,C,A,C,C,C,B,D,A,A,C,C,C,B,B,C,FALSE
A,D,D,D,A,C,C,A,C,C,C,C,C,A,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,B,C,C,A,C,C,C,C,C,C,TRUE
C,D,D,D,A,C,C,A,C,C,C,C,C,C,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,C,C,D,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,C,C,D,A,C,C,C,C,C,C,TRUE
B,D,D,D,A,C,C,A,C,C,C,C,D,C,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,C,D,C,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,A,C,C,C,C,D,D,A,C,C,C,C,C,C,TRUE
C,D,D,D,A,C,D,A,C,C,C,C,A,C,A,D,C,B,C,C,C,FALSE
C,D,D,D,A,C,D,A,C,C,C,C,D,D,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,A,C,C,C,C,D,D,A,D,C,C,C,C,C,TRUE
C,D,D,D,A,C,D,A,C,D,C,C,C,A,A,D,C,C,C,C,C,TRUE
C,D,D,D,A,C,D,A,C,D,C,C,D,A,A,D,C,C,C,C,C,TRUE
C,D,D,D,A,C,D,A,C,D,C,C,D,C,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,A,C,D,C,C,D,D,A,D,C,C,C,C,C,FALSE
C,D,D,D,B,C,C,A,C,C,C,B,A,A,A,C,C,B,C,C,C,FALSE
A,D,D,D,B,C,C,A,C,C,C,C,C,A,A,C,C,B,C,C,C,FALSE
A,D,D,D,B,C,C,A,C,C,C,C,C,C,A,C,C,B,C,C,C,FALSE
C,D,D,D,B,C,C,A,C,C,C,C,C,A,A,C,C,B,C,C,C,FALSE
C,D,D,D,B,C,C,A,C,C,C,C,C,A,A,C,C,C,C,C,C,FALSE
C,D,D,D,B,C,C,A,C,C,C,B,C,D,A,C,C,B,C,C,C,FALSE
C,D,D,D,B,C,C,A,C,C,C,B,C,D,A,C,C,C,C,C,C,TRUE
C,D,D,D,B,C,C,A,C,C,C,C,C,D,A,C,C,C,C,C,C,FALSE
B,D,D,D,B,C,C,A,C,C,C,C,D,A,A,C,C,B,C,C,C,TRUE
C,D,D,D,B,C,C,A,C,C,C,C,D,C,A,C,C,C,C,C,C,FALSE
A,D,D,D,C,C,C,A,C,B,C,C,C,A,A,C,C,B,C,C,C,FALSE
A,D,D,D,C,C,C,A,C,B,C,C,C,A,A,C,C,B,D,C,C,FALSE
B,D,D,D,A,D,D,A,C,D,C,C,D,C,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,B,C,C,C,C,D,C,A,C,C,B,C,C,A,FALSE
C,D,D,D,A,C,C,B,C,C,C,C,D,C,A,C,C,C,C,C,A,FALSE
B,D,D,D,A,C,D,B,C,D,C,C,D,C,A,D,C,C,C,C,A,TRUE
C,D,D,D,B,C,C,B,C,C,C,C,C,A,A,C,C,C,C,C,A,FALSE
C,B,B,D,A,B,C,B,C,C,C,B,A,A,A,C,C,C,B,B,B,FALSE
C,B,B,D,A,B,C,B,C,C,C,B,C,C,A,C,C,C,B,B,B,FALSE
C,D,D,D,A,C,C,B,C,C,C,C,D,C,A,C,C,C,C,C,B,FALSE
C,D,D,D,A,C,D,B,C,D,C,C,C,A,A,D,C,C,B,B,B,FALSE
C,D,D,D,A,C,D,B,C,D,C,C,C,A,A,D,C,C,C,C,B,FALSE
C,D,D,D,A,D,D,B,C,D,C,C,C,C,A,D,C,C,C,C,B,FALSE
C,C,C,D,B,C,C,B,C,C,C,B,C,A,A,C,C,C,C,C,C,TRUE
A,D,D,D,A,C,C,B,C,C,C,B,C,C,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,B,C,C,C,C,C,C,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,B,C,C,C,C,C,D,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,C,B,C,C,C,C,D,C,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,B,C,C,C,C,A,C,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,B,C,C,C,C,C,C,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,B,C,C,C,C,D,C,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,B,C,C,C,C,D,D,A,D,C,C,C,C,C,FALSE
B,D,D,D,A,C,C,B,C,D,C,C,A,B,A,C,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,B,C,D,C,C,A,C,A,D,C,C,C,C,C,FALSE
A,D,D,D,A,C,D,B,C,D,C,C,C,C,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,B,C,D,C,C,C,C,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,B,C,D,C,C,C,D,A,D,C,C,C,C,C,FALSE
C,D,D,D,A,C,D,B,C,D,C,C,D,D,A,D,C,C,C,C,C,FALSE
C,D,D,D,B,C,C,B,C,C,C,C,A,A,A,C,C,C,C,C,C,TRUE
C,D,D,D,B,C,C,B,C,C,C,C,A,C,A,C,C,B,C,C,C,FALSE
C,D,D,D,B,C,C,B,C,C,C,C,C,A,A,C,C,C,C,C,C,FALSE
C,D,D,D,B,C,C,B,C,C,C,B,C,C,A,C,C,C,C,C,C,FALSE
